course,reporting_year,yearly_enrolled,fall_enrolled,spring_enrolled,FA_01,FA_02,FA_03,FA_04,FA_05,FA_06,FA_07,FA_08,FA_09,FA_10,SP_01,SP_02,SP_03,SP_04,SP_05,SP_06,SP_07,SP_08,SP_09,SP_11,SP_12,SP_13,SP_14,SP_15,SP_16,SP_18,SP_19,FA_11,FA_12,FA_13,FA_14,FA_15,FA_16,FA_17,FA_20,FA_21,FA_22,FA_23,Course Number,Subject,yearly_capacity,fall_capacity,spring_capacity
MATH-450: SEM-SYE:Discrete Dynamics &,2017,11,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,MATH,12,0,12
MATH-450: SYE: Game Theory,2015,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,MATH,8,8,0
MATH-450: SYE: Revolution Mathematics,2018,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,MATH,8,0,8
MATH-450: SYE: Senior Seminar,2015,7,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,MATH,12,0,12
MATH-450: SYE: Senior Seminar,2016,9,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,MATH,12,0,12
MATH-450: SYE: Senior Seminar,2018,8,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,MATH,12,0,12
MATH-450: SYE: Senior Seminar,2019,9,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,MATH,10,0,10
MATH-450: SYE: Senior Seminar,2021,11,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,MATH,15,0,15
MATH-450: SYE: SeniorSeminar-Geometry,2020,7,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,MATH,10,0,10
MATH-489: SYE: Dynamics and Chaos,2020,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,MATH,1,0,1
MATH-489: SYE: Senior Project,2014,5,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,489,MATH,25,10,15
MATH-489: SYE: Senior Project,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,MATH,5,0,5
MATH-489: SYE: Senior Project,2016,6,2,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,MATH,25,10,15
MATH-489: SYE: Senior Project,2017,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,489,MATH,15,10,5
MATH-489: SYE: Senior Project,2018,14,7,7,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,489,MATH,40,20,20
MATH-489: SYE: Senior Project,2019,7,1,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,489,MATH,20,5,15
MATH-489: SYE: Senior Project,2020,3,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,MATH,16,15,0
MATH-489: SYE: Senior Project,2021,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,MATH,1,1,0
MATH-498: SYE: Honors Project,2014,10,4,6,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,1,0,0,0,0,498,MATH,36,11,25
MATH-498: SYE: Honors Project,2015,4,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,498,MATH,20,5,15
MATH-498: SYE: Honors Project,2016,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,498,MATH,16,1,15
MATH-498: SYE: Honors Project,2017,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,498,MATH,20,15,5
MATH-498: SYE: Honors Project,2018,7,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,498,MATH,25,15,10
MATH-498: SYE: Honors Project,2019,8,3,5,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,498,MATH,35,15,20
MATH-498: SYE: Honors Project,2020,3,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,MATH,15,10,5
MATH-498: SYE: Honors Project,2021,4,2,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,498,MATH,20,10,10
MATH-498: SYE: Honors Project,2022,4,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,MATH,20,10,10
MATH-566: Quantitative Literacy for,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,MATH,5,0,5
STAT-113: Applied Statistics,2014,407,209,198,29,29,40,28,28,27,28,0,0,0,28,28,29,28,28,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,STAT,397,201,196
STAT-113: Applied Statistics,2015,482,244,238,29,28,49,29,28,28,25,28,0,0,29,34,28,28,34,28,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,STAT,454,230,224
STAT-113: Applied Statistics,2016,382,174,208,28,36,28,25,29,28,0,0,0,0,28,38,29,29,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,STAT,365,172,193
STAT-113: Applied Statistics,2017,401,204,197,28,36,28,29,29,26,28,0,0,0,28,28,28,27,29,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,STAT,377,202,175
STAT-113: Applied Statistics,2018,417,199,218,28,38,29,28,29,28,19,0,0,0,27,38,26,28,19,27,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,STAT,403,194,209
STAT-113: Applied Statistics,2019,435,229,206,28,28,39,28,29,29,24,24,0,0,26,43,27,29,26,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,STAT,425,223,202
STAT-113: Applied Statistics,2020,365,177,188,21,20,26,28,0,30,34,0,8,9,12,17,77,27,27,21,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113,STAT,476,232,209
STAT-113: Applied Statistics,2021,436,225,211,29,28,28,28,27,29,29,27,0,0,28,28,29,28,29,29,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,STAT,422,221,201
STAT-113: Applied Statistics,2022,345,167,178,28,28,28,28,29,26,0,0,0,0,28,28,28,28,28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,STAT,339,168,171
STAT-113NZEA: Intro Biostatistics,2015,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113NZEA,STAT,5,5,0
STAT-113NZEA: Statistical Methods,2016,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113NZEA,STAT,5,0,5
STAT-113NZEA: Statistical Methods,2019,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113NZEA,STAT,25,0,25
STAT-201: Intro Statistical Computing,2015,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,STAT,14,14,0
STAT-201: Intro Statistical Computing,2016,22,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,STAT,24,24,0
STAT-201: Intro Statistical Computing,2017,23,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,STAT,24,24,0
STAT-201: Intro Statistical Computing,2018,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,STAT,22,22,0
STAT-213: Applied Regression Analysis,2014,51,25,26,25,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,STAT,56,28,28
STAT-213: Applied Regression Analysis,2015,84,55,29,27,28,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,STAT,83,56,27
STAT-213: Applied Regression Analysis,2016,55,27,28,27,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,STAT,56,28,28
STAT-213: Applied Regression Analysis,2017,72,43,29,27,16,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,STAT,71,44,27
STAT-213: Applied Regression Analysis,2018,74,47,27,27,20,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,STAT,76,50,26
STAT-213: Applied Regression Analysis,2019,77,50,27,26,24,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,STAT,83,56,27
STAT-213: Applied Regression Analysis,2020,58,31,27,25,6,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,STAT,143,60,27
STAT-213: Applied Regression Analysis,2021,83,27,56,27,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,STAT,85,29,56
STAT-213: Applied Regression Analysis,2022,57,29,28,29,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,STAT,54,27,27
STAT-213: InSt: AppliedRegressAnalysis,2021,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,STAT,1,0,1
STAT-213NZEA: Regression and Modeling,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213NZEA,STAT,5,0,5
STAT-226: Statistical Meth Data Collect,2014,28,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,STAT,28,28,0
STAT-226: Statistical Meth Data Collect,2016,32,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,STAT,27,27,0
STAT-226: Statistical Meth Data Collect,2018,31,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,STAT,23,23,0
STAT-226: Statistical Meth Data Collect,2020,25,25,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,STAT,56,56,0
STAT-226: Statistical Meth Data Collect,2022,28,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,STAT,24,24,0
STAT-226NZEA: Design of Research Studies,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226NZEA,STAT,5,0,5
STAT-226NZEA: Design of Research Studies,2016,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226NZEA,STAT,5,0,5
STAT-234: Intro to Data Science,2021,74,48,26,25,23,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,STAT,74,50,24
STAT-234: Intro to Data Science,2022,56,27,29,27,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,STAT,46,24,22
STAT-234: Introduction to Data Science,2020,29,29,0,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,STAT,48,48,0
STAT-240: Intro Statistical Learning,2015,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,STAT,14,14,0
STAT-240: Intro Statistical Learning,2017,21,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,STAT,24,24,0
STAT-240NZEA: Multivariate Methods,2017,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240NZEA,STAT,5,5,0
STAT-289: Independent Project,2015,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,STAT,5,5,0
STAT-289: Independent Project,2016,5,2,3,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,STAT,15,5,10
STAT-289: Independent Project,2017,6,1,5,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,STAT,20,5,15
STAT-289: Independent Project,2018,4,2,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,STAT,11,5,6
STAT-289: Independent Project,2019,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,STAT,1,0,1
STAT-289: Independent Project,2020,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,STAT,5,0,5
STAT-289: Independent Project,2021,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,STAT,1,0,1
STAT-289: Independent Project,2022,13,5,8,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,STAT,10,5,5
STAT-3000: Quantitative Analysis Busines,2014,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,STAT,5,5,0
STAT-3001: Multivariate Methods,2014,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3001,STAT,5,5,0
STAT-3001: Multivariate Methods,2018,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3001,STAT,5,5,0
STAT-3001: Multivariate Methods,2019,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3001,STAT,5,5,0
STAT-3002: Data Analysis for Bioinformat,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3002,STAT,28,0,28
STAT-3003: Stat Data Mining for Big Data,2022,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3003,STAT,5,5,0
STAT-3004: SEM: Statistical Learning,2017,10,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3004,STAT,16,0,16
STAT-3005: Rdng Statistical Controversie,2018,7,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3005,STAT,5,0,5
STAT-3007: Intro to Data Science,2019,46,24,22,24,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3007,STAT,43,19,24
STAT-313: Advanced Statistical Models,2021,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,STAT,28,28,0
STAT-325: Probability,2014,36,36,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,STAT,34,34,0
STAT-325: Probability,2015,33,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,STAT,34,34,0
STAT-325: Probability,2016,37,37,0,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,STAT,56,56,0
STAT-325: Probability,2017,46,46,0,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,STAT,43,43,0
STAT-325: Probability,2018,42,42,0,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,STAT,40,40,0
STAT-325: Probability,2019,44,44,0,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,STAT,56,56,0
STAT-325: Probability,2020,28,28,0,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,STAT,55,55,0
STAT-325: Probability,2021,41,41,0,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,STAT,56,56,0
STAT-325: Probability,2022,35,35,0,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,STAT,52,52,0
STAT-325NZEA: Probability & Inference 1,2017,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325NZEA,STAT,5,0,5
STAT-325NZEA: Probability & Inference 1,2018,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325NZEA,STAT,5,0,5
STAT-326: IndSt:Mathematical Statistics,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,STAT,1,0,0
STAT-326: Mathematical Statistics,2014,12,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,STAT,28,0,28
STAT-326: Mathematical Statistics,2015,18,0,18,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,STAT,28,0,28
STAT-326: Mathematical Statistics,2016,25,0,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,STAT,28,0,28
STAT-326: Mathematical Statistics,2017,28,0,28,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,STAT,50,0,50
STAT-326: Mathematical Statistics,2018,24,0,24,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,STAT,27,0,27
STAT-326: Mathematical Statistics,2019,24,0,24,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,STAT,27,0,27
STAT-326: Mathematical Statistics,2020,20,0,20,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,STAT,26,0,26
STAT-326: Mathematical Statistics,2021,28,0,28,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,STAT,27,0,27
STAT-326: Mathematical Statistics,2022,17,0,17,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,STAT,28,0,28
STAT-342: Econometrics,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,STAT,30,0,30
STAT-342: Econometrics,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,STAT,25,0,25
STAT-342: Econometrics,2016,6,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,STAT,25,0,25
STAT-342: Econometrics,2017,3,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,STAT,50,25,25
STAT-342: Econometrics,2018,6,2,4,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,STAT,32,16,16
STAT-342: Econometrics,2019,8,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,STAT,32,16,16
STAT-342: Econometrics,2020,8,2,6,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,STAT,35,15,20
STAT-342: Econometrics,2021,7,4,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,STAT,40,20,20
STAT-342: Econometrics,2022,4,1,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,STAT,40,20,20
STAT-343: Time Series Analysis,2014,18,0,18,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,STAT,26,0,26
STAT-343: Time Series Analysis,2016,29,0,29,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,STAT,28,0,28
STAT-343: Time Series Analysis,2018,29,0,29,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,STAT,25,0,25
STAT-343: Time Series Analysis,2020,28,0,28,0,0,0,0,0,0,0,0,0,0,20,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,STAT,57,0,57
STAT-343: Time Series Analysis,2022,25,0,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,STAT,28,0,28
